iter	RMSE
919	5.417902982
920	5.416958538
921	5.415990047
922	5.415068225
923	5.414122949
924	5.413223188
925	5.412334309
926	5.411422309
927	5.410554676
928	5.409664497
929	5.408817586
930	5.407980898
931	5.40712199
932	5.406305262
933	5.405466867
934	5.404669608
935	5.403851223
936	5.403072954
937	5.402304056
938	5.401514343
939	5.400763741
940	5.399992845
941	5.399260091
942	5.398536145
943	5.397792208
944	5.397002598
945	5.396303593
946	5.395626468
947	5.394916418
948	5.394254736
949	5.393506725
950	5.39286016
951	5.392221217
952	5.391549993
953	5.390925617
954	5.390216915
955	5.389606793
956	5.389003866
957	5.388289
958	5.387583545
959	5.387000937
960	5.386311239
961	5.385741913
962	5.385067604
963	5.384511252
964	5.383851976
965	5.383146556
966	5.382609158
967	5.382078107
968	5.38139576
969	5.380877043
970	5.38036445
971	5.379704411
972	5.379203723
973	5.378559537
974	5.378070475
975	5.377587187
976	5.376964053
977	5.376491988
978	5.376025495
979	5.375466512
980	5.374871299
981	5.3744207
982	5.373975421
983	5.373399649
984	5.372964712
985	5.372534909
986	5.371977934
987	5.371558113
988	5.371014521
989	5.370604448
990	5.37015722
991	5.369631352
992	5.369235532
993	5.3687223
994	5.368294683
995	5.367912618
996	5.367416117
997	5.367002938
998	5.366518355
999	5.36611482
